fold,seed,layer,acc,epoch
3,92,11,0.93,83
3,93,0,0.3875,80
3,93,1,0.7425,42
3,93,2,0.795,46
3,93,3,0.8525,84
3,93,4,0.88,84
3,93,5,0.9025,83
3,93,6,0.9175,84
3,93,7,0.92,84
3,93,8,0.9175,78
3,93,9,0.9225,83
3,93,10,0.9225,72
3,93,11,0.93,83
3,94,0,0.43,90
3,94,1,0.7475,73
3,94,2,0.805,58
3,94,3,0.86,93
3,94,4,0.8975,85
3,94,5,0.91,88
3,94,6,0.92,82
3,94,7,0.925,91
3,94,8,0.93,91
3,94,9,0.9275,88
3,94,10,0.9325,90
3,94,11,0.93,80
3,95,0,0.42,79
3,95,1,0.7475,86
3,95,2,0.7975,78
3,95,3,0.8425,56
3,95,4,0.875,53
3,95,5,0.9025,75
3,95,6,0.91,92
3,95,7,0.9175,81
3,95,8,0.92,78
3,95,9,0.9175,82
3,95,10,0.9125,75
3,95,11,0.92,78
3,96,0,0.395,92
3,96,1,0.725,98
3,96,2,0.795,76
3,96,3,0.835,37
3,96,4,0.875,91
3,96,5,0.905,78
3,96,6,0.9125,73
3,96,7,0.92,73
3,96,8,0.925,76
3,96,9,0.9275,76
3,96,10,0.9275,37
3,96,11,0.9275,77
3,97,0,0.4025,82
3,97,1,0.73,79
3,97,2,0.795,36
3,97,3,0.8525,80
3,97,4,0.8775,52
3,97,5,0.9025,59
3,97,6,0.9125,75
3,97,7,0.925,78
3,97,8,0.9225,78
3,97,9,0.925,85
3,97,10,0.93,89
3,97,11,0.93,86
3,98,0,0.405,91
3,98,1,0.725,71
3,98,2,0.795,38
3,98,3,0.8375,38
3,98,4,0.8725,71
3,98,5,0.8975,88
3,98,6,0.9125,88
3,98,7,0.9125,83
3,98,8,0.915,88
3,98,9,0.9225,89
3,98,10,0.925,89
3,98,11,0.9175,86
3,99,0,0.385,88
3,99,1,0.7175,57
3,99,2,0.7975,56
3,99,3,0.8475,80
3,99,4,0.8725,80
3,99,5,0.9075,81
3,99,6,0.9175,80
3,99,7,0.9275,82
3,99,8,0.9325,81
3,99,9,0.925,71
3,99,10,0.9275,76
3,99,11,0.935,80
